ENSMUST00000097833	Gm10568
NM_001100181	Cyp4a32
BC059213	4732418C07Rik
NM_181040	Atpaf1
NM_175308	Mobkl2c
NM_021461	Mknk1
NM_001039124	Kncn
ENSMUST00000049266	6430628N08Rik
NM_153521	Lrrc41
NM_026651	Pomgnt1
NM_181585	Pik3r3
XR_031009	Gm12950
NM_008389	Ipp
NM_029868	Gpbp1l1
NM_001037916	Ccdc17
NM_026714	Ccdc163
NM_146151	Tesk2
NM_133250	Mutyh
NM_001029912	Zswim5
NM_175244	Hectd3
NM_001111277	Eif2b3
NM_008958	Ptch2
NM_175030	Tctex1d4
XM_905533	Gm13015
NM_026837	Tmem53
NM_080469	Eri3
NM_008135	Slc6a9
NM_026601	Hyi
NM_020000	Med8
NM_019422	Elovl1
BC022764	2610528J11Rik
NM_026932	Ebna1bp2
NM_146315	Olfr62
NM_146853	Olfr1341
NM_146304	Olfr1340
NM_146852	Olfr1339
NM_001011856	Olfr1331
NM_146334	Olfr1330
NM_133892	Lao1
NM_011400	Slc2a1
NM_001038998	Ccdc23
NM_019783	Lepre1
NM_153105	Cldn19
NM_001014900	Zmynd12
NM_172699	Foxj3
NM_008190	Guca2a
NM_007902	Edn2
NM_013883	Scmh1
NM_177570	Slfnl1
NM_019563	Cited4
NM_182929	Rims3
NM_007741	Col9a2
NM_023865	9530002B09Rik
NM_008917	Ppt1
NM_008506	Mycl1
NM_025873	Trit1
NM_007559	Bmp8b
NM_174998	Hpcal4
NM_001085502	Nt5c1a
NM_013905	Heyl
NM_183163	Rhbdl2
ENSMUST00000097896	4933427I04Rik
NM_019660	Mycbp
ENSMUST00000097893	4933407E24Rik
NM_011141	Pou3f1
NM_010213	Fhl3
NM_029157	Sf3a3
NR_030479	Mir697
NM_008385	Inpp5b
NM_008636	Mtf1
NM_153566	Yrdc
NM_177573	9930104L06Rik
NM_138683	Rspo1
NM_145552	Gnl2
NM_175246	Snip1
NM_027310	Meaf6
NM_001081097	Grik3
NM_007782	Csf3r
NM_025544	Mrps15
NM_172701	Oscp1
NM_138721	Lsm10
NM_001145827	Stk40
BC029204	Fam176b
NM_013718	Trappc3
NM_199473	Col8a2
NM_175554	Clspn
NM_001145950	5730409E04Rik
NM_011970	Psmb2
NM_001035526	AU040320
NM_023603	Sfpq
NM_177462	Zmym6
NM_001099319	Gm12942
NM_198618	Dlgap3
NM_030252	BC003266
ENSMUST00000097884	Csmd2
NM_018774	Phc2
NM_001009819	A3galt2
NM_178110	Trim62
NM_016895	Ak2
NM_029219	Rnf19b
NM_025452	Tmem54
NM_027402	Fndc5
NM_134151	Yars
NM_025970	Zbtb8os
NM_133889	Bsdc1
NM_010807	Marcksl1
BC024696	2510006D16Rik
NM_008974	Ptp4a2
NM_001144949	Spocd1
NM_173071	Bai2
NM_028266	Col16a1
NM_026441	Pef1
NM_030722	Pum1
NR_028565	Snord85
NM_011520	Sdc3
NM_010686	Laptm5
NM_010769	Matn1
NM_025297	Mecr
NM_020587	Sfrs4
ENSMUST00000094666	Tmem200b
NM_025579	Taf12
NR_029412	Snora16a
AF357394	Snora44
AF357401	Snora61
NM_172400	Dnajc8
NM_001081211	Ptafr
NM_010166	Eya3
NM_011284	Rpa2
AK142202	Gm13033
NM_010208	Fgr
NM_146155	Ahdc1
ENSMUST00000084243	Gm10151
NM_153423	Wasf2
NM_027152	Cd164l2
NM_016693	Map3k6
NM_016981	Slc9a1
NM_175307	Fam46b
NM_011850	Nr0b2
NM_172876	Gpatch3
NM_133884	Gpn2
NM_001162970	Aim1l
NM_026257	Ubxn11
NM_001039048	Trim63
NM_001039677	Slc30a2
BC080727	Gm5589
NM_133880	Pafah2
NM_027995	Paqr7
BC138271	2610002D18Rik
NM_011270	Rhd
BC043057	D4Wsu53e
NM_026780	Syf2
NM_019732	Runx3
NM_030189	4930555I21Rik
NR_015613	1700029M20Rik
NM_174851	Il28ra
NM_178257	Il22ra1
AK162333	9130219A07Rik
NM_001085509	Myom3
NM_009924	Cnr2
NM_024243	Fuca1
NM_008254	Hmgcl
NM_178389	Gale
NM_008321	Id3
NM_177733	E2f2
NM_001008232	Asap3
NM_011542	Tcea3
NM_009557	Zfp46
NM_028871	Hnrnpr
NM_008309	Htr1d
ENSMUST00000084593	6030445D17Rik
BC048442	4930549C01Rik
ENSMUST00000094599	Lactbl1
NM_027063	1700013G24Rik
NM_008305	Hspg2
NM_130879	Usp48
NM_001081155	Rap1gap
NM_199307	Ece1
NM_172703	Eif4g3
NM_010470	Hp1bp3
NM_001099631	Sh2d5
NM_010623	Kif17
NM_007838	Ddost
ENSMUST00000062902	AB041806
NM_026689	Mul1
NM_025451	Camk2n1
NM_008868	Pla2g2c
NM_011109	Pla2g2d
NM_001082531	Pla2g2a
NM_012044	Pla2g2e
NM_025786	Rnf186
NM_029857	Tmco4
NM_001037761	Capzb
NM_025337	Akr7a5
NM_001160319	Ubr4
NM_183148	Iffo2
NM_175438	Aldh4a1
NM_031873	Tas1r2
NM_173867	Rcc2
NM_008812	Padi2
NM_023374	Sdhb
NM_029097	Atp13a2
NM_008546	Mfap2
NM_177867	Spata21
NM_172518	Fbxo42
NM_001081174	6330545A04Rik
NM_172520	Arhgef19
NM_010139	Epha2
BC147049	Fam131c
NM_013868	Hspb7
NM_009541	Zbtb17
NR_030695	B330016D10Rik
NM_001081408	Agmat
NM_015733	Casp9
NR_027137	Gm10565
NM_001162983	Lrrc38
NM_031377	Pramel1
NM_172877	Pramef8
NM_001113736	Gm13040
BC080695	BC080695
NM_001007077	Gm13023
NM_177571	Gm13103
NM_001001319	Pramel4
NM_001085419	Gm13102
NM_001034101	Gm13119
ENSMUST00000030324	D530049N12Rik
NM_001081248	Gm13177
NM_011303	Dhrs3
NR_002888	Vmn2r-ps14
NM_001103158	Gm13242
NR_030771	Gm13034
NM_001177546	Zfp600
NM_009051	Rex2
NM_001083918	Gm13139
ENSMUST00000105736	Gm13235
ENSMUST00000104964	Gm16503
NM_010244	Fv1
NM_029841	2510039O18Rik
NM_008726	Nppb
NM_008725	Nppa
NM_027985	Mad2l2
NM_176848	Fbxo2
NM_020009	Mtor
NM_016699	Exosc10
NM_009272	Srm
NM_001003893	Masp2
NM_001085505	Gm572
NM_001025296	Dffa
NM_026963	Lzic
NM_023465	Ctnnbip1
NM_023051	Clstn1
NR_029751	Mir34a
NM_177366	Gpr157
NM_019741	Slc2a5
NM_001085529	Slc2a7
NM_001085492	Rere
NM_133753	Errfi1
NM_011612	Tnfrsf9
NM_011910	Uts2
ENSMUST00000094445	9230110K08Rik
NM_172704	Dnajc11
NM_028727	Nol9
NM_001004156	Plekhg5
NM_033042	Tnfrsf25
NM_008236	Hes2
NM_133348	Acot7
NM_178406	Gpr153
NM_133788	Icmt
NM_009079	Rpl22
NM_001081376	Chd5
NM_153424	Nphp4
NR_033138	Gm833
NM_177673	BC046331
NM_201226	Lrrc47
NM_021499	Wdr8
NM_172878	Ttc34
NM_013783	Mmel1
NM_010419	Hes5
NM_172990	Pank4
NM_001042407	Pex10
NM_001081100	Morn1
BC117034	2610002J02Rik
NM_177674	2010015L04Rik
BC113168	C030017K20Rik
NM_027161	Tmem52
NM_008142	Gnb1
NM_138671	Nadk
NM_177186	Slc35e2
NM_007661	Cdk11b
NM_178699	B930041F14Rik
NM_026899	Ssu72
NR_027971	2610204G22Rik
NM_025570	Mrpl20
NM_025338	Aurkaip1
NM_010091	Dvl1
NM_028020	Cpsf3l
NM_207223	Acap3
NM_026125	Fam132a
NM_011341	Sdf4
NM_011659	Tnfrsf4
NM_009400	Tnfrsf18
NM_177205	9430015G10Rik
AK137636	9930005F22Rik
NM_028097	Tmem68
AK034690	9430025C20Rik
NM_026147	Rps20
NM_020021	Mos
NM_019969	Plag1
NM_181989	Sdr16c5
NM_001080710	Sdr16c6
NM_001002927	Penk
XM_905573	Gm11780
NM_177730	Impad1
NM_007824	Cyp7a1
NM_010945	Nsmaf
NM_145711	Tox
NM_007592	Car8
XM_001472912	Gm11810
NM_023066	Asph
NR_004448	4930448K20Rik
NM_175175	Plekhf2
NM_001085493	2310030N02Rik
NM_001159595	Ints8
NM_001081201	Dpy19l4
NM_194055	Esrp1
NM_001098230	Pdp1
ENSMUST00000098260	Gm10604
NM_177861	Tmem67
NM_026558	Fam92a
NM_145947	Slc26a7
NM_028499	Lrrc69
NM_152812	Otud6b
NM_178617	Necab1
NM_026172	Decr1
NM_145950	Osgin2
NM_138952	Ripk2
NM_027769	Cpne3
NM_177327	Wwp1
NM_175406	Atp6v0d2
NM_172987	Nkain3
NM_001080771	Prdm13
NM_029840	2610029I01Rik
NR_028384	4930528A17Rik
ENSMUST00000029906	1700025O08Rik
ENSMUST00000052917	C230012O17Rik
NM_021318	Fhl5
NM_026194	1810074P20Rik
NM_010243	Fut9
NM_172865	Manea
AK144923	BC024582
NM_010289	Gja10
NM_001012450	Ankrd6
ENSMUST00000067819	Pm20d2
NM_001033225	Pnrc1
NM_026293	Spaca1
NM_015824	Orc3l
NM_011895	Slc35a1
NM_027041	1700003M02Rik
BC147519	Gm136
BC027508	1810030N24Rik
NM_013889	Zfp292
BC076612	3110043O21Rik
XR_032698	Gm12387
NM_172689	Ddx58
NM_134097	Topors
NM_025545	Aptx
NM_021535	Smu1
NM_022305	B4galt1
NM_001171739	Bag1
NM_007473	Aqp7
NM_016689	Aqp3
NM_139236	Nol6
NM_026872	Ubap2
NM_026893	Dcaf12
NM_024241	Kif24
BC137640	AI464131
NM_001048005	1110017D15Rik
NM_001159583	2310028H24Rik
NM_027147	Enho
NM_016673	Cntfr
NM_027278	2810432D09Rik
NM_016890	Dctn3
NM_001017362	Arid3c
NM_011014	Sigmar1
NM_001048179	Ccl27a
ENSMUST00000098116	4930466F19Rik
NM_010550	Il11ra2
NM_011124	Ccl21a
NM_177785	BC049635
NM_009503	Vcp
NM_053081	Fancg
NM_020035	Pigo
BC046771	B230312A22Rik
NM_177377	Fam166b
NM_001110320	Cd72
NM_019436	Sit1
NR_001460	Rmrp
NM_001013377	E130306D19Rik
NM_009416	Tpm2
NM_011602	Tln1
NM_172692	Gba2
NM_001099314	Msmp
NM_001007463	Spag8
NM_026871	Hint2
BC119804	4930412F15Rik
NM_019485	Olfr70
NM_019486	Olfr71
NM_019476	Olfr159
NR_033638	Olfr29-ps1
NM_019474	Olfr156
NM_019475	Olfr157
NM_015828	Gne
NM_001038993	Rnf38
NM_008782	Pax5
NM_001163284	Zbtb5
NM_001024142	Fbxo10
NM_001099675	Tomm5
NM_001009949	Mcart1
NM_001033306	Shb
NM_018741	Igfbpl1
NM_011728	Xpa
NM_029086	5830415F09Rik
NM_053149	Hemgn
NM_029077	Trim14
NM_178893	Coro2a
NM_198664	Tbc1d2
NM_001081141	Gabbr2
ENSMUST00000060283	Gm568
NM_001024136	Anks6
NM_019998	Alg2
NM_029572	Erp44
NM_172304	Tex10
NM_145368	Acnat2
NM_001164565	Acnat1
NM_007519	Baat
NM_178603	Mrpl50
NM_144903	Aldob
NM_025944	2810432L12Rik
NM_001033351	Grin3a
NM_001004025	Ppp3r2
NM_146824	Olfr273
NM_146839	Olfr272
NM_013454	Abca1
NR_033139	AI427809
XM_001476039	Gm12471
ENSMUST00000098069	Gm10588
NM_010637	Klf4
NM_026079	Ikbkap
NM_018761	Ctnnal1
NM_175518	D730040F13Rik
NR_029789	Mir32
NM_001142965	6430704M03Rik
NM_019427	Epb4.1l4b
XM_908951	Gm12538
ENSMUST00000098063	Gm12526
BC095953	D630039A03Rik
NM_026132	Txndc8
NM_022814	Svep1
NM_010336	Lpar1
NM_146920	Olfr267
NM_172381	AI314180
NM_025968	Ptgr1
ENSMUST00000107547	AI481877
XM_909473	Gm12595
NM_001163288	Susd1
NM_001013577	1110054O05Rik
ENSMUST00000098053	Gm12542
NM_021053	Slc46a2
NM_008648	Mup4
NM_001134675	Mup7
NM_001164526	Mup11
NM_001163011	Mup1
NM_008649	Mup5
NM_001012323	Mup20
NM_001039544	Mup3
XM_001472530	Gm2173
NM_001009550	Mup21
NM_009554	Zfp37
NM_001045528	Fkbp15
NM_139291	Cdc26
NM_153504	Rnf183
NM_023597	Wdr31
NM_024257	Hdhd3
NM_008525	Alad
NM_021498	Pole3
NM_007443	Ambp
NM_010616	Kif12
NM_001045514	Akna
NM_001008791	Whrn
BC048618	1700018C11Rik
NM_177371	Tnfsf15
NM_009403	Tnfsf8
NM_011607	Tnc
NM_207109	Astn2
NM_019967	Dbc1
NM_145990	Cdk5rap2
NM_172694	Megf9
ENSMUST00000084489	Gm11232
NM_011599	Tle1
EF662061	Aldoart1
NM_001013393	Gm11487
XR_032741	Gm11488
NM_027981	2310002L09Rik
NM_025849	3110001D03Rik
NM_011211	Ptprd
NM_010820	Mpdz
BC066147	2310067E19Rik
NM_026647	Zdhhc21
NM_009887	Cer1
NM_177863	Frem1
NM_172870	Bnc2
NM_001081096	Fam154a
NM_173400	Haus6
NR_028545	Scarna8
NM_007408	Plin2
NM_172426	Slc24a2
NM_027326	Mllt3
NM_025760	Ptplad2
NM_010510	Ifnb1
NM_206870	Gm12597
NM_206975	Ifna14
NM_010507	Ifna9
NM_177361	Ifna12
NM_198663	C87499
NM_177347	Ifna13
NM_206867	Gm13280
NM_010503	Ifna2
NM_008336	Ifnab
AK144774	LOC100037413
ENSMUST00000057837	4930553M12Rik
NM_177348	Ifne
NR_029747	Mir31
NM_001040654	Cdkn2a
NM_007670	Cdkn2b
NM_207685	Elavl2
NR_033611	Gm12669
XR_030634	Gm7388
NM_027034	1700011H22Rik
XR_030692	Gm12642
NM_026954	Tusc1
NM_026368	5830433M19Rik
NM_172695	Plaa
NM_175305	Lrrc19
NM_027089	4930579C15Rik
NM_177239	Mysm1
ENSMUST00000064804	Gm12703
NM_010591	Jun
NM_145548	Cyp2j13
NM_001100182	Cyp2j12
NM_001004141	Cyp2j11
NM_010008	Cyp2j6
NM_028979	Cyp2j9
NM_010007	Cyp2j5
NM_001081284	Gm12695
ENSMUST00000086672	Gm10192
XR_004941	Gm12696
NR_015513	E130114P18Rik
NM_053157	Tm2d1
NM_172872	Kank4
ENSMUST00000097964	I0C0044D17Rik
NM_026082	Dock7
NM_026348	Itgb3bp
ENSMUST00000097954	Gm10577
ENSMUST00000097953	Gm10576
NM_146145	Jak1
NR_029537	Mir101a
BC147377	B020004J07Rik
NM_011831	Insl5
NM_146254	Wdr78
NM_177732	Slc35d1
NM_027612	4921539E11Rik
NM_146148	C8a
NM_178143	Prkaa2
XR_033866	Gm12722
NM_153565	Pcsk9
NM_080458	Bsnd
AK028711	Tmem61
NM_183182	BC055111
NM_028209	Ttc4
NM_001126487	Gm1027
NM_025500	Mrpl37
NM_029985	Lrrc42
NM_007860	Dio1
NM_019872	Dmrtb1
ENSMUST00000097930	B230314M03Rik
ENSMUST00000030352	4930430J20Rik
NM_009949	Cpt2
NM_172874	Podn
NM_011327	Scp2
NM_001167936	Zyg11a
NM_001033634	Zyg11b
NM_001099303	Fam159a
NM_024198	Gpx7
NM_172697	Prpf38a
NM_183300	Zfyve9
NM_133885	Osbpl9
NM_013876	Rnf11
BC125547	4930522H14Rik
ENSMUST00000084362	9630013D21Rik
NM_007671	Cdkn2c
NM_010488	Elavl4
NM_145551	Slc5a9
NM_177864	Skint9
NM_177668	Skint10
NM_008593	Foxd2
NM_015758	Foxe3
NM_025647	Cmpk1
NM_001003947	Cyp4x1
NM_007822	Cyp4a14
NM_007823	Cyp4b1
NM_029196	4930544O15Rik
NM_130865	Dmbx1
NM_010173	Faah
NM_028142	Nsun4
NM_025641	Uqcrh
NM_009015	Rad54l
NM_026547	1520402A15Rik
NM_133681	Tspan1
NM_001042743	Mast2
NM_177670	Tmem69
NR_029450	C530005A16Rik
NM_021473	Akr1a4
NM_025962	Mmachc
NM_026654	Toe1
NM_146256	Hpdl
NM_009478	Urod
NR_024078	Btbd19
NM_013807	Plk3
NR_028524	Snord38a
NR_030704	Snord55
NM_134471	Kif2c
NM_001145637	Gm1661
NM_025739	Rnf220
NM_023178	Dmap1
NM_029416	Klf17
NM_017377	B4galt2
NM_033617	Atp6v0b
NM_026344	Dph2
NM_146152	Ipo13
NM_009711	Artn
NM_009176	St3gal3
NM_001161823	Kdm4a
NM_011213	Ptprf
NM_023223	Cdc20
NM_001122949	Mpl
NM_011587	Tie1
NM_172383	Tmem125
NM_146713	Olfr1342
NM_207152	Olfr1338
NM_146309	Olfr1337
NM_207703	Olfr1335
NM_207157	Olfr1333
NM_001011870	Olfr1329
NM_146399	Olfr1519
ENSMUST00000097910	Gm12863
ENSMUST00000084312	Gm12866
NM_183140	Zfp691
NM_013848	Ermap
BC048569	4930538K18Rik
NM_001012400	AU022252
NM_029286	Ccdc30
NM_026494	Ppcs
NM_177572	Rimkla
BC076608	AA415398
NM_008191	Guca2b
NM_194060	Foxo6
NM_016748	Ctps
NM_001081142	Kcnq4
NR_029716	Mir30c-1
NR_029602	Mir30e
NM_028457	Dem1
NM_001005788	Zfp69
NM_133716	Smap2
NM_001081312	Tmco2
NM_001081013	Rlf
NM_001033791	Gm12888
ENSMUST00000097904	Gm10573
XM_987282	Gm12877
NM_007598	Cap1
NM_029662	Mfsd2a
NM_019489	Ppie
NM_007558	Bmp8a
NM_022033	Oxct2a
NM_009600	Macf1
NM_023423	Akirin1
ENSMUST00000097894	Gm10572
ENSMUST00000053604	3100002H09Rik
NM_026031	Utp11l
NM_001142727	1110065P20Rik
NM_001007573	Maneal
NM_026560	Cdca8
NM_175223	Dnali1
NM_153159	Zc3h12a
NM_001162533	1700029G01Rik
NM_146153	Thrap3
NM_144941	Mtap7d1
ENSMUST00000097890	Gm8505
NM_133883	Adprhl2
NM_153402	Eif2c3
NM_153403	Eif2c1
NM_153177	Eif2c4
NM_198960	Tcfap2e
NM_011986	Ncdn
NM_001114399	Zmym4
NM_026670	Zmym1
NM_008120	Gja4
NM_008126	Gjb3
NM_008127	Gjb4
NM_010291	Gjb5
NM_001134733	CK137956
NM_027036	Hmgb4
NM_177758	Zscan20
NM_205823	Tlr12
NM_001081098	Zfp362
NM_172875	Adc
NM_010471	Hpca
NM_029036	S100pbp
NM_001033189	C77080
NM_028603	Zbtb8a
NM_153541	Zbtb8b
NM_080442	Tssk3
NM_010693	Lck
NM_182783	Fam167b
NM_018799	Eif3i
NM_198026	Iqcc
NM_025455	Ccdc28b
NM_001005506	Txlna
NM_008468	Kpna6
NM_199305	Tmem39b
XR_032427	Gm12967
NM_198959	Hcrtr1
NM_023476	Tinagl1
BC147395	Gm853
NM_172702	Serinc2
NM_153160	Zcchc17
NM_001083119	Ptpru
NM_183428	Epb4.1
NM_013622	Oprd1
NM_145393	Ythdf2
NM_001122992	Gmeb1
NM_001081651	Rab42
NM_027925	Trnau1ap
NM_133878	Rcc1
NR_028513	Snora73b
NR_028512	Snora73a
NM_175306	Phactr4
NM_026039	Med18
NM_144907	Sesn2
NM_007512	Atpif1
NM_201368	Xkr8
NM_133888	Smpdl3b
NM_001033308	BC013712
NM_146154	Ppp1r8
NM_133887	Stx12
NM_145553	Fam76a
NM_008154	Gpr3
NM_031393	Sytl1
NM_025667	Tmem222
NM_199306	Wdtc1
NM_001081156	Trnp1
NM_001017968	Zdhhc18
XM_620107	Gm13213
NM_178698	Pigv
NM_001080819	Arid1a
NM_009097	Rps6ka1
NM_026144	Dhdds
NM_013706	Cd52
NM_080559	Sh3bgrl3
NM_144527	Ccdc21
NM_001080712	Gm7534
NM_177866	Catsper4
NM_001081047	Cnksr1
NM_024215	Zfp593
NM_001099296	Grrp1
NM_146156	Pdik1l
NM_019578	Extl1
BC026808	Fam54b
NM_029100	Sepn1
NM_207237	Man1c1
NM_145554	Ldlrap1
NM_025382	Tmem57
NM_027935	Tmem50a
NM_013885	Clic4
NM_016799	Srrm1
NR_033135	A330049M08Rik
NM_022980	Rcan3
NM_028995	Nipal3
NM_026383	Pnrc2
NM_011942	Lypla2
NM_025411	1110049F12Rik
NM_013736	Tceb3
NM_133872	Kdm1a
XR_031848	Gm12986
NM_010142	Ephb2
NM_009777	C1qb
NM_007574	C1qc
NM_007572	C1qa
NM_007939	Epha8
NM_198248	Zbtb40
NM_009861	Cdc42
NM_001126318	Gm13011
NM_026419	Cela3b
NM_001033979	Ldlrad2
NM_007431	Alpl
NM_026880	Pink1
NM_028176	Cda
NM_001081672	Fam43b
NM_029401	Vwa5b1
NM_178671	Ubxn10
NM_012045	Pla2g2f
NM_001122954	Pla2g5
NM_028453	Otud3
NM_021358	Htr6
NM_008675	Nbl1
NM_001163006	2310028O11Rik
NR_033543	Gm16287
NM_145384	Pqlc2
XR_034198	Ccnd3-ps
NM_011039	Pax7
NM_173427	Klhdc7a
NM_198610	Igsf21
ENSMUST00000063789	Gm9867
NM_172415	Arhgef10l
NM_153106	Padi6
NM_011061	Padi4
NM_011060	Padi3
NM_011059	Padi1
NM_172122	Crocc
NM_025383	Necap2
AK049864	C630004L07Rik
NM_024412	Clcnka
NM_019701	Clcnkb
BC147054	Gm694
NM_019763	Spen
NM_133754	Fblim1
NM_001013780	Slc25a34
NM_001033150	Plekhm2
NM_001017966	Ddi2
NM_172338	Dnajc16
NM_007919	Cela2a
NM_001033875	Ctrc
NM_025994	Efhd2
NM_145402	Tmem51
NM_144531	9030409G11Rik
NM_010329	Pdpn
NM_173773	Oog4
ENSMUST00000073532	Gm13089
NM_201258	Oog3
NM_001177542	C87977
NM_001085418	Pramel5
NM_001115077	Gm13125
NM_029948	Pramef12
NM_027056	1700012P22Rik
ENSMUST00000067360	Gm9944
XR_032523	Gm13126
NM_001085536	Gm13178
NM_011610	Tnfrsf1b
NM_009401	Tnfrsf8
NM_027285	1700029I01Rik
NM_001085522	Gm13251
NM_145078	2610305D13Rik
NR_033639	Gm13143
NM_198619	2810408P10Rik
NM_001025365	Miip
NM_133201	Mfn2
NM_011122	Plod1
NM_011929	Clcn6
NM_009642	Agtrap
NM_027426	2610109H07Rik
NM_015797	Fbxo6
NM_173401	Fbxo44
NM_001039554	Angptl7
NM_145556	Tardbp
NM_019781	Pex14
NM_007745	Cort
NM_027263	Apitd1
XR_034527	Gm13208
NM_001081274	Pgd
NM_207682	Kif1b
NM_022022	Ube4b
NM_022020	Rbp7
NM_133435	Nmnat1
NM_001164049	Pik3cd
NM_001025106	Tmem201
NM_027460	Slc25a33
NM_029035	Spsb1
NM_173371	H6pd
NM_173774	Slc45a1
NM_020569	Park7
NM_011067	Per3
NM_009498	Vamp3
NM_175152	Thap3
NM_172705	Phf13
NM_133879	Zbtb48
NM_031867	Tas1r1
NM_207687	Espn
NM_008237	Hes3
NM_001033489	Rnf207
NM_010598	Kcnab2
NM_001099299	Ajap1
BC049688	BC049688
NM_007859	Dffb
NM_001163721	1190007F08Rik
NM_001033455	Ccdc27
NM_011642	Trp73
NM_026388	Tprgl
NM_001112744	Arhgef16
AK141913	5930403L14Rik
NM_028513	Actrt2
BC030453	2810405K02Rik
NM_178931	Tnfrsf14
NM_175556	Plch2
NM_026395	Rer1
NM_011385	Ski
NM_008072	Gabrd
ENSMUST00000088499	Gm10563
NM_011985	Mmp23
NM_145124	Mib2
ENSMUST00000097743	1500002C15Rik
NM_179203	Atad3a
NM_147776	Vwa1
NM_001033394	Tmem88b
NM_031872	Tas1r3
NM_024472	Gltpd1
NM_001033490	Pusl1
NM_080445	B3galt6
ENSMUST00000097733	Gm10560
NM_029264	Ttll10
NR_029958	Mir429
NR_029723	Mir200a
NR_029587	Mir200b
NM_021604	Agrn
NR_003373	Gm15772
NM_009873	Cdk6
NM_001042501	Fam133b
BC115681	4930511M11Rik
NR_033173	Krit1
NM_172879	4932412H11Rik
NM_194462	Akap9
NM_001042670	Gm9897
NR_033499	Gm8773
NM_054098	Steap4
NM_025618	Sri
XR_031102	Gm15730
NM_011076	Abcb1a
NM_011075	Abcb1b
NM_008830	Abcb4
BC147127	4930420K17Rik
BC132290	9330182L06Rik
XR_031445	Gm4959
NR_001586	Speer1-ps1
NM_028882	Sema3d
XR_032132	LOC635773
NM_009152	Sema3a
NM_027650	Speer3
XM_911117	LOC635905
NM_011348	Sema3e
NM_011995	Pclo
NR_001584	Speer8-ps1
NM_010427	Hgf
NM_027609	Speer4f
NM_013657	Sema3c
NM_001081143	Gnat3
NM_177601	Tmem60
NR_030699	A630072M18Rik
NM_175437	Pion
NM_008013	Fgl2
NM_177869	Fam185a
NM_028977	Lrrc17
NM_026034	Armc10
NM_028431	Pmpcb
NM_011188	Psmc2
ENSMUST00000084713	Gm10475
NM_029990	Lhfpl3
NM_026984	Mll5
NM_177323	Rint1
NM_026448	Klhl7
NM_153092	Nupl2
NM_008713	Nos3
NM_029020	Abcb8
NM_183000	Accn3
NM_009207	Slc4a2
NM_139153	Agap3
NM_133913	Chpf2
NR_003953	1700022A21Rik
NM_016736	Nub1
ENSMUST00000075081	1500035N22Rik
NR_027851	2900005J15Rik
NM_026449	Galntl5
NM_198621	Cct8l1
NM_001004365	Actr3b
NM_008314	Htr5a
NM_153526	Insig1
NM_010134	En2
ENSMUST00000094104	Gm10290
NM_021470	Rnf32
NM_133907	Ube3c
ENSMUST00000101456	Gm10469
NM_031168	Il6
NM_001167879	Fam59b
NM_145558	Hadhb
NM_027652	Ept1
NM_001033460	Gm1060
BC060996	1700001C02Rik
NM_010608	Kcnk3
NM_175675	4930471M23Rik
NM_007681	Cenpa
NM_023047	Dpysl5
NM_133350	Mapre3
NM_144525	Tmem214
NM_001048192	Agbl5
NM_133918	Emilin1
NM_008439	Khk
NR_003522	Abhd1
NM_053085	Tcf23
NM_027855	0610007C21Rik
NM_023525	Cad
ENSMUST00000066505	Gm9924
NM_177677	Dnajc5g
NM_021447	Trim54
NM_153680	Snx17
NM_027221	Krtcap3
NM_144909	Gckr
NM_172993	Zfp512
NM_026296	4930548H24Rik
NM_133756	Gpn1
NM_009206	Slc4a1ap
NM_025796	Mrpl33
NM_181279	Bre
NM_008037	Fosl2
NM_172707	Ppp1cb
NM_001025426	Depdc5
NM_019810	Slc5a1
NM_021500	Maea
NM_001081101	4933407H18Rik
ENSMUST00000065707	Gm9903
NM_001040435	Tacc3
NM_008010	Fgfr3
NM_001081102	Whsc1
BC147444	Gm1673
NM_001001985	Nat8l
NM_011278	Rnf4
BC099925	Fam193a
NM_001145859	Sh3bp2
NM_001102444	Add1
NM_019497	Grk4
NM_010414	Htt
BC116928	A930005I04Rik
NM_173402	Rgs12
NM_019447	Hgfac
NM_172708	Dok7
NM_007418	Adra2c
NM_001177696	Ablim2
NM_027373	Afap1
NM_175249	Psapl1
NM_024478	Grpel1
NM_025725	Ccdc96
NM_172994	Ppp2r2c
NM_178394	Jakmip1
ENSMUST00000094840	Gm1043
NM_007765	Crmp1
NM_145920	Evc2
NM_001081106	Cytl1
NM_026959	Stx18
NM_025281	Lyar
NM_025480	Tmem128
NM_172709	Otop1
NM_013503	Drd5
ENSMUST00000087332	Gm16223
NM_001135172	C1qtnf7
NM_172274	Cc2d2a
NM_009763	Bst1
NM_007646	Cd38
ENSMUST00000087486	Gm10208
ENSMUST00000079389	4930431F12Rik
NM_001163317	Clrn2
NM_024434	Lap3
NM_025895	Med28
NM_019438	Ncapg
AK015432	4930449I04Rik
NM_178804	Slit2
NR_029798	Mir218-1
NM_025755	Pacrgl
XR_032388	Gm8012
NM_011435	Sod3
NM_028744	Pi4k2b
NM_030185	Zcchc4
NM_024213	Anapc4
NM_011402	Slc34a2
NM_001145433	1810013D10Rik
NM_144517	Tbc1d19
NM_001081103	Stim2
ENSMUST00000101200	Gm10440
NM_018764	Pcdh7
XM_890429	Gm6632
NM_019468	G6pd2
NM_001170705	Dthd1
BC004797	0610040J01Rik
NM_025700	Pgm1
NM_019636	Tbc1d1
NM_026667	Fam114a1
NM_175174	Klhl5
